"CRASH_ID","UNIT_NBR","PRSN_NBR","CHARGE","CITATION_NBR"
14844188,1,1,"FAIL TO CONTROL SPEED","A0034416"
14844188,1,1,"UNSAFE SPEED/TOO FAST FOR CONDITIONS","A0034416"
14844188,1,1,"EXPIRED MOTOR VEHICLE INSPECTION","A0034416"
14844188,1,1,"NO DRIVERS LICENSE","A0034416"
14844188,1,1,"NO INSURANCE","A0034416"
14844188,1,1,"EXPIRED MOTOR VEHICLE REGISTRATION","A0034416"
14844270,1,1,"FAIL TO CONTROL SPEED","EE0115108"
14844315,1,1,"FAIL TO CONTROL SPEED","10019402"
14844320,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX 4ID2OFVZGW"
14844326,1,1,"NO DRIVERS LICENSE","099281"
14844326,1,1,"DWI 1ST MB","20160001"
14844326,1,1,"UNSAFE SPEED","099281"
14844327,1,1,"DRIVING WHILE LICENSE INVALID","TX4ID3OFVZGY"
14844328,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4IFB0HSL8N"
14844328,1,1,"DRIVING WHILE LICENSE INVALID","TX4IFB0HSL8N"
14844329,1,1,"FAIL TO CONTROL SPEED","EE09599298"
14844329,1,1,"NO DRIVERS LICENSE","EE09599298"
14844338,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4ID8OUWYH3"
14844338,1,1,"FAIL TO REPORT NON-INJURY ACCIDENT ONCE PROPER AUTHORITIES","TX4ID8OUWYH3"
14844344,1,1,"FAILED TO LEAVE INFORMATION","15-73805"
14844353,1,1,"DRIVING WHILE INTOXICATED","16-506"
14844353,1,1,"UNSAFE SPEED","15-67208"
14844353,1,1,"DUTY ON STRIKING FIXED OBJ, FTLI, FAIL TO REPORT ACCIDENT","15-67207"
14844356,1,1,"DRIVING WHILE INTOXICATED 1ST","TX4IDL0STTBK"
14844370,1,1,"UNSAFE SPEED","TX4IC80PJIGW"
14844383,1,1,"FAILED TO CONTROL SPEED","E1298002"
14844383,2,1,"NO INSURANCE","E1298003"
14844384,1,1,"FAIL TO YIELD ROW FROM PRIVATE DRIVE  TRC.  545.151","713348"
14844386,1,1,"RAN RED LIGHT","720850"
14844412,1,1,"ARRESTED FOR DWI","1"
14844422,1,1,"FAIL TO CONTROL SPEED","EE0089712"
14844448,1,1,"DRIVING WHILE INTOXICATED","16-0102-0023"
14844455,1,1,"FAIL TO CONTROL SPEED","TX4IF60UUM35"
14844460,1,1,"FAIL TO MAINT ASURE CLEAR DIST","15482015"
14844463,1,1,"FAILURE TO STOP AND RENDER AID",""
14844463,1,1,"POSSESSION OF A CONTROLLED SUBSTANCE PENELTY GROUP 1",""
14844463,1,1,"OPEN CONTAINER OF ALCOHOL IN MOTOR VEHICLE",""
14844463,1,1,"DRIVING UNER THE INFLUENCE MINOR",""
14844464,1,1,"FAILED TO MAINTAIN AN ASSURED CLEAR DISTANCE","15013108"
14844464,2,1,"FAILED TO MAINTAIN AN ASSURED CLEAR DISTANCE","15024606"
14844471,1,1,"FAIL TO MAINTAIN ASSURED CLEAR DISTANCE","14157939"
14844479,1,1,"DWI","160040206"
14844479,1,1,"LEAVING THE SCENE OF COLLISION","160040206"
14844480,2,1,"FAIL TO MAINTAIN ASSURED CLEAR DISTANCE","14175410"
14844485,1,1,"DRIVING WHILE INTOX","2016-000091"
14844490,1,1,"FOLLOWING TOO CLOSELY","E00015590"
14844506,2,1,"EVADING ARREST OR DETENTION-MISDEMEANOR","TX4IE30SXWOQ"
14844508,1,1,"EXPIRED / NO DRIVER'S LICENSE","E068219"
14844516,1,1,"RAN RED LIGHT","348462"
14844520,1,1,"FTLI","15-49834"
14844520,1,1,"NO FR","15-49834"
14844520,1,1,"LEAVING SCENE ACCIDENT","15-49834"
14844520,1,1,"FAIL TO REPORT ACCIDENT","15-49834"
14844523,1,1,"DUTY ON STRIKING UNATTENDED VEHICLE","16000019"
14844535,1,1,"FAILED TO CONTROL SPEED","EPSO0023046"
14844538,2,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","1600047"
14844539,1,1,"FAILURE TO LEAVE INFORMATOIN","15-72505"
14844539,1,1,"STRIKING A FIXED OBJECT","15-72505"
14844539,1,1,"FAILURE TO REPORT ACCIDENT","15-72505"
14844539,1,1,"LEAVING THE SCENE OF AN ACCIDENT","15-72505"
14844556,1,1,"FAIL TO MAKE RIGHT TURN AS CLOSE AS POSS TO RIGHT HAND CURB","TX4IG60SGSSB"
14844572,1,1,"FAIL TO CONTROL SPEED","45485"
14844577,1,1,"RAN RED LIGHT","057299"
14844587,1,1,"FAIL TO YIELD ROW","CC084496"
14844587,1,1,"EXPIRED REGISTRATION","CC084496"
14844590,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4IEK0SHUCQ"
14844642,1,1,"FAIL TO CONTROL SPEED","TX4IED0PKCCL"
14844653,2,1,"FAILED TO YIELD AT STOP INTERSECTION","02-001660"
14844680,1,1,"DISREGARD RED LIGHT","483379A"
14844680,1,1,"ALCOHOL-DUI MINOR U/21","483379B"
14844685,1,1,"FOLLOWING TOO CLOSELY","LPD1074672"
14844700,1,1,"FAILED TO YIELD ROW FROM STOP","160767"
14844708,1,1,"FAILED TO YIELD RIGHT WAY STOP SIGN INTERSECTION","01-1867"
14844708,2,1,"NO DRIVER'S LICENSE","16-2205"
14844749,1,1,"DRIVING WHILE INTOXICATED","TX4IC80NKVXF"
14844760,1,1,"NO DRIVER LICENSE (TRC 521.021)","TX4IE10HHM27"
14844760,1,1,"UNSAFE SPEED (TRC 545.351)","TX4IE10HHM27"
14844762,1,1,"WRONG WAY - ONE WAY ROAD","138069285"
14844780,1,1,"BACK UPON SHOULDER OR ROADWAY OF CONTROLLED ACCESS HIGHWAY","TX4JYA0TCHE5"
14844798,1,1,"DRIVING WHILE LICENSE INVALID","845537"
14844798,1,1,"FAIL TO CONTROL SPEED","845537"
14844814,1,1,"FAIL TO YIELD RIGHT OF WAY TURNING LEFT","3216468"
14844820,3,1,"NO DRIVER LICENSE","TX4IC60SHT0B"
14844820,3,1,"FAIL TO GIVE ONE HALF OF ROADWAY","TX4IC60SHT0B"
14844822,1,1,"DRIVING WHILE INTOXICATED","TX4IC60TCH5U"
14844837,3,1,"DRIVING WRONG SIDE OF ROAD","AT10352543"
14844838,2,1,"FAIL TO YIELD RIGHT OF WAY","AT10368604"
14844840,1,1,"UNSAFE LANE CHANGE","10342655"
14844840,2,1,"NO DL","10342656"
14844970,1,1,"FAILED TO CONTROL SPEED","138517924"
14844984,1,1,"DRIVING WHILE LICENSE INVALID","M013662"
14844998,1,1,"FAILED TO CONTROL SPEED","138237784"
14845008,1,1,"UNSAFE SPEED","TX4IE70UT0GC"
14845008,1,1,"DRIVING WHILE LICENSE INVALID","TX4IE70UT0GC"
14845037,1,1,"DRIVERS LICENSE RESTRICTION VIOLATION","M105252B"
14845037,1,1,"DRIVING WHILE INTOXICATED",""
14845037,1,1,"DWLI","M105252A"
14845052,1,1,"FAIL TO YIELD RIGHT OF WAY","TX4IEH0UMB4F"
14845066,1,1,"FAILED TO YIELD RIGHT OF WAY","349892"
14845104,1,1,"WRONG SIDE ROAD-NOT PASSING","TX4IF40PQJWG"
14845137,1,1,"UNSAFE  SPEED","TX4IE40UKK56"
14845137,1,1,"DRIVING WHILE LICENSE INVALID","TX4IE40UKK56"
14845142,1,1,"FAILED TO YEILD RIGHT OF WAY","154367"
14845150,1,1,"NO DRIVER'S LICENSE","116963"
14845150,1,1,"FAILURE TO REPORT A COLLISION","116963"
14845202,1,1,"FAIL TO YIELD ROW AT STOP SIGN","AA067449"
14845208,1,1,"DISREGARD RED LIGHT","E0061831"
14845218,1,1,"FAIL TO CONTROL SPEED","E0061822"
14845224,1,1,"UNSAFE BACKING","349893"
14845225,1,1,"DUTY UPON STRIKING FIXED OBJECT","1601-0081"
14845225,1,1,"ACCIDENT INVOLVING DAMAGE TO VEHICLE >$200.00","1601-0081"
14845235,2,1,"FAIL TO YIELD RIGHT OF WAY","10346661"
14845235,2,1,"NO DRIVER'S LICENSE","10346661"
14845257,1,1,"UNSAFE SPEED","TX4IF70YCV0C"
14845265,1,1,"UNSAFE SPEED [TXTRC 545.351]","TX4IDB0UGIVQ"
14845269,1,1,"FAIL TO CONTROL SPEED","000069934"
14845274,2,1,"FAIL TO CONTROL SPEED","T000084196"
14845277,1,1,"RAN RED LIGHT","T000083488"
14845290,1,1,"UNSAFE SPEED TXTRC 545.351","TX4ICN0UYIE0"
14845312,1,1,"FAILED TO YROW-TURNING LEFT","E00668"
14845330,1,1,"FMFR","T-01542809"
14845330,1,1,"FAIL TO DISPLAY DL","T-01542809"
14845333,1,1,"TURNED RIGHT TOO WIDE","E033879"
14845348,2,1,"NO LIABILTY INSURANCE","P879518"
14845367,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-679581"
14845373,3,1,"CHANGE LANE WHEN UNSAFE","444332"
14845390,1,1,"UNSAFE SPEED - CURVED ROADWAY","TX4IEG0UENMB"
14845393,1,1,"DWI - 1ST","TX4IC40FUD0J"
14845404,1,1,"FAIL TO YLD ROW/CHANGING LANES","EE0957102"
14845405,1,1,"FAIL TO CONTROL SPEED","EE0957103"
14845408,1,1,"FAIL TO CONTROL SPEED(ACC)","138238886"
14845420,1,1,"DWI/PCS PG1",""
14845421,2,1,"FAIL TO YIELD RIGHT OF WAY PRIVATE DRIVE","T283300"
14845428,1,1,"FTYROW-TURNING LEFT","T4325008"
14845438,1,1,"LEFT THE SCENE OF AN ACCIDENT","E0009504"
14845441,1,1,"RED LIGHT VIOLATION","T4267523"
14845451,1,1,"LEFT TURN FROM WRONG LANE","18-838665"
14845451,2,1,"N.O.L.","18-838664"
14845464,1,1,"UNSAFE LANE CHANGE","E1224538"
14845479,1,1,"DRIVING WHILE INTOXICATED","TX4JVF0PSOPO"
14845494,1,1,"NO DL","137787632"
14845494,2,1,"FAIL TO YIELD ROW ACC/PRIVATE DRIVE","137787641"
14845503,2,1,"NO DL","FB136786"
14845513,1,1,"FAILED TO CONTROL SPEED, COLLIDE WITH PARKED VEH, NO DL","M31103134"
14845535,1,1,"FAIL TO CONTROL SPEED","EE0958374"
14845535,2,1,"NO DRIVERS LICENSE","EE0958373"
14845561,1,1,"RAN RED LIGHT (ACC)","138543142"
14845561,1,1,"FAILURE TO YIELD ROW (ACC)","138543142"
14845591,1,1,"NO DL","138406931"
14845591,2,1,"MAKE LEFT TURN UNSAFE CAUSING THE ACCIDENT.","138406947"
14845627,1,1,"FAIL TO CONTROL SPEED","SO-EE945992"
14845634,1,1,"FAIL TO CONTROL SPEED","EE0146183"
14845636,1,1,"FAIL TO CONTROL SPEED","EE0147990"
14845657,1,1,"FAIL TO CONTROL SPEED --- ACC","138424842"
14845668,1,1,"DRIVING WHILE INTOXICATED - 2ND","TX4IDL0UTGFM"
14845668,1,1,"FAIL TO STOP AND GIVE INFORMATION","TX4IDL0FUTGFM"
14845669,1,1,"FAIL TO ESTABLISH FINANCIAL RESPONSIBILITY","138443602"
14845669,1,1,"FAIL TO CONTROL SPEED","138443602"
14845671,1,1,"UNSAFE LANE CHANGE - ACC","138463044"
14845671,3,1,"NO DRIVERS LICENSE","138347763"
14845673,1,1,"DRIVING WHILE INTOXICATED","1500000246"
14845675,1,1,"FAIL TO CONTROL SPEED","AT10354123"
14845675,2,1,"FAIL TO CONTROL SPEED","AT10354124"
14845683,1,1,"FAIL TO CONTROL TO SPEED","E0066717"
14845686,2,1,"FAILED TO DRIVE IN A SINGLE LANE","289683"
14845707,1,1,"NO DL","138376043"
14845707,2,1,"RAN RED LIGHT","138376052"
14845744,1,1,"DRVING WHILE INTOXICATED","0016368-16"
14845757,1,1,"BLOCKING FLOW OF TRAFFIC","H1139695"
14845759,1,1,"FAILURE TO STOP AND GIVE INFO",""
14845763,1,1,"FAIL TO STOP IDENTIFY","WACO PD CASE# 16-006"
14845763,1,1,"DRIVING WHILE INTOXICATED","WACO PD CASE# 16-004"
14845763,1,1,"NO OPERATOR LICENSE","L23856"
14845764,1,1,"DWI","160000796"
14845764,1,1,"FAIL TO DRIVE IN SINGLE LANE","008388006"
14845768,1,1,"FAIL TO CONTROL SPEED","L19997"
14845769,1,1,"DRIVING WHILE INTOXICATED","2238234"
14845770,1,1,"FAILURE TO STOP AND GIVE INFORMATION","DA LOG 2223192"
14845770,1,1,"DRIVING WHILE INTOXICATED","DA LOG 2223192"
14845773,1,1,"FAILURE TO CONTROL SPEED","350004"
14845791,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE0198049"
14845792,1,1,"FAIL TO CONTROL SPEED","C4-EE204051"
14845799,1,1,"DRIVING WHILE LICENSE INVALID","2016-374"
14845799,1,1,"DRIVING WHILE INTOXICATED","2016-374"
14845815,1,1,"FAILED TO CONTROL SPEED","348491"
14845838,1,1,"FAILED TO MAINTAIN A SINGLE LANE","137366004"
14845838,1,1,"NO DRIVER LICENSE","137366004"
14845841,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","C21-650970"
14845841,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-650970"
14845866,1,1,"FAIL TO YIELD RIGHT OF WAY - U-TURN","AT 10374728"
14845873,1,1,"NO INS","137122711"
14845873,2,1,"DWLS","138237233"
14845873,2,1,"DISREGARD TURN SIGNAL-RT TURN ONLY","138237233"
14845886,2,1,"NO LIABILITY INS","P928646"
14845901,1,1,"FTMFR","18-867605.2"
14845901,1,1,"FTYROW-LANE CHANGE","18-867605.3"
14845901,1,1,"F/T CONTROL SPEED","18-867605.1"
14845905,1,1,"NO DL","138369856"
14845914,2,1,"NO INSURANCE","M016088"
14845914,2,1,"NO LICENSE","M016088"
14845925,2,1,"NO OPERATORS LICENSE","M002690"
14845934,1,1,"FAIL TO CONTROL SPEED","18-851698"
14845937,1,1,"F.T.M.F.R.","18-860612"
14845937,1,1,"UNSAFE LANE CHANGE","18-860612"
14845944,1,1,"DEFECT BRAKES","EE0063591"
14845946,1,1,"FAIL TO YIELD ROW - PRIVATE DRIVEWAY","C0031720"
14845948,1,1,"EXPIRED OPERATORS LICENSE","C0031715"
14845948,1,1,"FAIL TO CONTROL SPEED","C0031715"
14845950,1,1,"DRIVING WHILE INTOXICATED",""
14845956,1,1,"UNSAFE SPEED","TX4ICG0FUJ8J"
14845966,1,1,"FOLLOWING TOO CLOSELY","60084783"
14845970,1,1,"FAILED TO YIELD AT STOP INTERSECTION","10019231"
14845972,1,1,"CHANGED LANE WHEN UNSAFE","10018330"
14845973,1,1,"NO DRIVER'S LICENSE WHEN UNLICENSED","TX4IEN0FTMG3"
14845973,1,1,"UNSAFE SPEED","TX4IEN0FTMG3"
14845975,1,1,"FOLLOWING TOO CLOSELY","60084781"
14845977,1,1,"UNSAFE SPEED","TX4IGJ0UOT02"
14845979,1,1,"FAIL TO CONTROL SPEED","60084780"
14845996,1,1,"UNSAFE START FROM PARKED / STANDING POSITION","TX4IFF0UUN98"
14846029,1,1,"FAIL TO CONTROL SPEED","01110262"
14846029,2,1,"NO DRIVERS LICENSE","1110262"
14846029,2,1,"NO LIABILITY INSURANCE PROOF","1110262"
14846055,1,1,"FAILURE TO CONTROL SPEED","138124192"
14846055,1,1,"NO DRIVES LICENSE","138124192"
14846055,1,1,"NO INSURANCE","138124192"
14846055,2,1,"NO DRIVERS LICENSE","138124183"
14846096,1,1,"MANSLAUGHTER","16-000052"
14846096,1,1,"AGG. ASSAULT W/ DEADLY WEAPON","16-000052"
14846096,1,1,"ACCIDENT INVOLVING DEATH-FAIL TO STOP/REMAIN AT SCENE","16-000052"
14846096,1,1,"ACCIDENT INVOLVING INJURY","16-000052"
14846370,1,1,"FAIL TO CONTROL SPEED","10019050"
14846372,1,1,"FAIL TO CONTROL SPEED","10015017"
14846372,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","10015018"
14846372,2,1,"NO DRIVERS LICENSE","10015018"
14846373,1,1,"FTYROW-TURN LEFT","10018538"
14846377,1,1,"FTYROW-TURN LEFT","10018539"
14846381,2,1,"FAIL TO YEILD ROW LEAVING PRIVATE DRIVE (ACC)","138478672"
14846383,1,1,"FAIL TO CONTROL SPEED","60220564"
14846390,2,1,"PASSING ON SHOULDDER OF THE ROADWAY(ACCIDENT)","135881907"
14846392,1,1,"FAIL TO YIELD AT STOP INTERSECTION","TX4ICI0PCEZW"
14846404,1,1,"DWI",""
14846406,1,1,"FAIL TO CONTROL SPEED","1154017"
14846413,2,1,"NO INSURANCE","138537917"
14846413,2,1,"NOL","138537917"
14846496,1,1,"DWI PENDING","16-01-0682"
14846500,1,1,"UNSAFE SPEED","TX4IFD0UAY42"
14846515,1,1,"COLLISION BY ILLEGAL LEFT TURN FROM A STRAIGHT AHEAD LANE ON","1540765"
14846535,1,1,"FAILURE TO MAINTAIN SINGLE MARKED LANE","509514"
14846536,1,1,"DWI","16-266"
14846545,1,1,"FOLLOWED TOO CLOSELY","459144A"
14846545,1,1,"NO DRIVERS LICENSE","459144B"
14846564,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBLITY","TX4IC8OUTL5V"
14846564,1,1,"NO DRIVERS LICENSE","TX4IC8OUTL5V"
14846564,1,1,"UNSAFE SPEED","TX4IC9OUTL5W"
14846568,1,1,"FAILED TO YIELD ROW - PRIVATE DRIVE","137924857"
14846604,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE0123703"
14846610,1,1,"FAILURE TO CONTROL SPEED","T810456"
14846610,1,1,"EXPIRED REGISTRATION (4/15)","T810456"
14846610,1,1,"UNSAFE LANE CHANGE","T810456"
14846612,1,1,"FAIL TO CONTROL SPEED","EE006473"
14846614,1,1,"FAIL TO CONTROL SPEED","EE0064269"
14846614,3,1,"FAIL TO CONTROL SPEED","EE0064270"
14846619,1,1,"FAIL TO YIELD AT STOP INTERSECTION","TX4ICD0SGAQR"
14846627,1,1,"DRIVING WHILE LICENSE INVALID","009705"
14846632,2,1,"FT CONTROL SPEED","T4302688"
14846632,2,1,"FTMFR","T4302688"
14846636,1,1,"NO DL / FAILURE TO CONTROL SPEED","KT288146"
14846636,2,1,"NO DL ON PERSON","KT288145"
14846663,1,1,"DRIVING WHILE INTOXICATED","2016-000087"
14846664,1,1,"TURN-DISREGARD LEFT TURN ONLY LANE","416824"
14846666,1,1,"UNSAFE SPEED","TX4IDM0UAZ8N"
14846701,1,1,"FAILED TO YIELD ROW STOP SIGN","1445452"
14846701,2,1,"NO DRIVERS LICENSE","1445453"
14846706,1,1,"FTYROW - LEFT TURN","15-68324"
14846709,1,1,"UNSAFE SPEED","TX4IE10SRXI0"
14846712,2,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","L024325"
14846712,2,1,"DRIVING WHILE LICENSE INVALID","L024325"
14846714,1,1,"DUTY UPON STRIKING","ARRESTED"
14846714,1,1,"DWLI","C0004470"
14846720,1,1,"UNSAFE SPEED","TX4IFC0UGOCD"
14846740,1,1,"NO DL","635209"
14846742,1,1,"DWI","2016-01-00032"
14846743,1,1,"FAILED TO CONTROL SPEED","04-002005"
14846753,1,1,"FAIL TO MAINTAIN SINGLE LANE","14-62728"
14846753,1,1,"FLED THE SCNE OF AN ACCIDENT","14-62728"
14846756,1,1,"EVADING ARREST (MOTOR VEHICLE)","16-323"
14846756,1,1,"UNAUTHORIZED USE OF A MOTER VEHICLE","16-323"
14846759,1,1,"FAIL TO YIELD ROW (EXIT PRVT DRIVE)","484089A"
14846763,1,1,"FAILED TO CONTROL SPEED","1452512"
14846789,1,1,"415845","NO DRIVERS LICENSE"
14846789,1,1,"415846","FAIL TO YIELD ROW"
14846826,1,1,"BACKED WITHOUT SAFETY","1455798"
14846830,2,1,"NO LIABILITY INSURANCE","M103459B"
14846830,2,1,"NO DRIVERS LICENSE","M103459A"
14846850,1,1,"NO DRIVERS LICENSE","EE0020686"
14846850,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0020686"
14846850,2,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0020685"
14846864,1,1,"FAILURE TO CONTROL SPEED - ACCIDENT","483987"
14846874,1,1,"FAILED TO CONTROL SPEED","1458287"
14846876,1,1,"UNSAFE SPEED","TX4IEB0SGRGR"
14846897,1,1,"FAILED TO CONTROL SPEED","60045323"
14846901,1,1,"FAILED TO YIELD RIGHT OF WAY TURNING LEFT","E336374"
14846908,1,1,"UNSAFE SPEED","TX4IDC0PSVLN"
14846922,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBLITY","05-001328"
14846922,2,1,"CROSS BETWEEN INTERSECTION WHERE PROHIBITED","17-2910"
14846934,1,1,"FAILURE  TO CONTROL SPEED","E029420"
14846942,1,1,"CHANGED LANES WHEN UNSAFE","E321137"
14846947,1,1,"FAILURE TO CONTROL SPEED","1461926"
14846957,1,1,"DWI",""
14846969,1,1,"DWI","16-00185"
14846979,1,1,"EVADING ARREST WITH VEHICLE","PENDING"
14847011,1,1,"FAILED TO YEILD ROW OPEN INTERESCTION (ACCIDENT)","138536334"
14847011,2,1,"NO DRIVERS LICENSE","138536343"
14847011,3,1,"NO DRIVERS LICENSE","138536325"
14847016,1,1,"FAILURE TO CONTROL SPEED","138513435"
14847016,1,1,"NO DL","138513435"
14847021,1,1,"FAILURE TO YEILD RIGHT OF WAY-STOP SIGN","KT337643"
14847028,1,1,"NO REGISTRATION","138376551"
14847028,1,1,"FAILED TO PRESENT VALID DRIVER LICENSE","138376551"
14847044,1,1,"FAIL TO CONTROL SPEED C/A","18856637.1"
14847044,1,1,"FTMFR","18865637.2"
14847045,1,1,"UNSAFE LANE CHANGE","10358618"
14847045,2,1,"NO DL","10358619"
14847047,1,1,"FAILED TO YIELD RIGHT OF WAY-PRIVATE DRIVE","E1073897"
14847049,2,1,"FAIL TO CONTROL SPEED","AT10356810"
14847054,2,1,"DRIVING WHILE LICENSE INVALID","C3160000035"
14847054,3,1,"EXPIRED VEHICLE REGISTRATION","C3160000033"
14847064,1,1,"NO DRIVERS LICENSE","E00015595"
14847064,1,1,"FOLLOWING TOO CLOSELY","E00015595"
14847092,1,1,"NO DRIVER LICENSE","00669330"
14847139,1,1,"RAN RED LIGHT (ACC)","138470446"
14847159,1,1,"NO VALID TEXAS DRIVER'S LICENSE","E00-181080"
14847169,1,1,"F/T CONTROL SPEED","18870199"
14847170,1,1,"UNSAFE SPEED","TX4IEA0SFSM1"
14847170,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4IIB0SFSM6"
14847186,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-648988"
14847186,2,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-648989"
14847196,1,1,"FOLLOWING TO CLOSE","E1262581"
14847204,1,1,"DISREGARD RED LIGHT- TRAFFIC SIGNAL","TX4IG90HNZCN"
14847209,1,1,"EVADE ARREST W/MOTOR VEHICLE (SANGER PD)",""
14847212,1,1,"FAIL TO CONTROL SPEED","058178"
14847218,1,1,"MADE U-TURN ON CURVE OR HILL (TXTRC 545.102)","TX4IED0UJTYH"
14847218,2,1,"WRONG SIDE, FOUR OR MORE LAN, TWO-WAY ROADWAY (TXTRC 545.051","TX4IED0JTYG"
14847218,2,1,"DRIVING WHILE LICENSE INVALID (TXTRC 521.457 (E))","TX4IED0JTYG"
14847232,1,1,"UNSAFE/IMPROPER TURN","EE0946331"
14847232,2,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0946332"
14847241,2,1,"RAN RED LIGHT","EE0962444"
14847247,1,1,"FAILED TO YIELD ROW - TURNING LEFT","209747"
14847248,1,1,"UNSAFE SPEED","TX4IH80UAJ6P"
14847248,1,1,"FAIL TO REPORT ACCIDENT","TX4IH80UAJ6P"
14847254,1,1,"INTOXICATION ASSAULT","16-546"
14847258,1,1,"FAIL TO YIELD RIGHT OF WAY-LEFT TURN","18-839693"
14847258,2,1,"DL/ NO OPERATORS LICENSE","18-839692"
14847261,1,1,"FAILURE TO CONTROL SPEED","476988"
14847261,1,1,"DL-NONE (CLASS C)","476988"
14847266,1,1,"DWI - 2ND",""
14847275,1,1,"FAIL TO CONTROL SPEED","E0061824"
14847283,1,1,"NOL","18-870791"
14847283,1,1,"RED LIGHT VIOLATION-CA","18-870791"
14847283,1,1,"FTMFR","18-870791"
14847301,1,1,"FAIL TO STOP EMERGING FROM ALLEY, DRIVEWAY, BUILDING","TX4IDL0HGDB9"
14847303,1,1,"CHANGED LANES WHEN UNSAFE","138353993"
14847306,1,1,"FAIL TO CONTROL SPEED","EE0088224"
14847306,2,1,"NO DRIVERS LICENSE","EE0088225"
14847326,1,1,"FTYROW-RT TURN C/A","TRAFFIC COMPLAINT"
14847326,1,1,"FALSE FICTICOUS PLATE","TRAFFIC COMPLAINT"
14847326,1,1,"FAIL TO REMAIN AT SCENE OF ACCIDENT","TRAFFIC COMPLAINT"
14847326,1,1,"NO FRONT PLATE","TRAFFIC COMPLAINT"
14847327,1,1,"DRIVE ON WRONG SIDE - DIVIDED HWY","TX4IDJ0HFK1Y"
14847328,1,1,"FOLLOWING TOO CLOSELY","18-849950"
14847330,1,1,"FAIL TO CONTROL SPEED","18-830809"
14847339,1,1,"ACCIDENT INVOLVING DAMAGE TO VEHICLE","18-845920"
14847348,1,1,"DISREGARD STOP SIGN","TX4ICB0IXUAA"
14847354,1,1,"DRIVING WHILE INTOXICATED - 2ND","TX4IGM0SFKF8"
14847360,1,1,"FAIL TO MAINTAIN ACCURATE & TRUE RECORD OF DUTY STATUS/ LOG","TX4IH89DPH60"
14847360,1,1,"FAIL TO COMPLY WITH REQUIREMENTS STRIKING STRUCTURE/ FIXTURE","TX4IH89DPH60"
14847366,1,1,"RAN STOP SIGN","3478099"
14847373,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-690688"
14847373,5,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","C21-668257"
14847373,5,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-668257"
14847396,1,1,"EXPIRED DRIVER'S LICENSE","E00012781"
14847397,1,1,"FAILURE TO MAINTAIN FINACIAL RESPONCIBILITY","E00015298"
14847408,1,1,"CHANGED LANES WHEN UNSAFE-ACC","138516341"
14847410,1,1,"FAIL TO CONTROL SPEED","305645"
14847416,1,1,"FAILED TO MAINTAIN A SINGLE LANE - ACCIDENT","138071726"
14847422,1,1,"TURNING RIGHT NOT IN SAFETY (ACCIDENT)","M31190846"
14847422,1,1,"NO DL/ EXP REG","M31190846"
14847424,1,1,"NONE",""
14847424,2,1,"NONE",""
14847426,2,1,"FAIL TO YIELD R.O.W. - PRIVATE DRIVE","138239044"
14847449,2,1,"NOL","672901"
14847457,1,1,"FAILED TO YIELD RIGHT OF WAY","AT-10386226"
14847457,1,1,"NO DL","AT-10386226"
14847459,1,1,"NO INSURANCE","258539"
14847459,1,1,"EXPIRED MV REGISTRATION 02/15","258539"
14847494,2,1,"NO DRIVER'S LICENSE","138497073"
14847510,1,1,"NO DL","138073135"
14847519,2,1,"NOL","M031509"
14847526,1,1,"NOL","P821263"
14847531,1,1,"FTYROW TO PED IN CROSSWALK","18-810293"
14847531,1,1,"DL RESTRICTION A/ CORR LENS NOT WORN","18-810293"
14847536,1,1,"FAIL TO DRIVE/MAINTAIN SINGLE LANE","286674"
14847573,1,1,"FAIL TO STOP AND GIVE INFO",""
14847583,1,1,"FAILED TO CONTROL SPEED","138440662"
14847585,1,1,"DWI 2ND","16-1511"
14847586,1,1,"CHANGE LANE WHEN UNSAFE (LEFT)","138439673"
14847588,1,1,"UNSAFE SPEED","TX4IGN0UPACH"
14847589,1,1,"UNSAFE LANE CHANGE (ACC)","138440653"
14847596,1,1,"DWI 1ST BAC .15 HIGHER",""
